advertiser,year,month,Tv,Print_Media,Radio,Google,Fb_and_Insta,Youtube,Hoardings,Others,Total,Sales
FOOD SAFETY & STANDARDS AUTHOR,2018,11,14685015,808032.0858,243917.156,4141833.943,5392467.357,424455.736,299041.4805,241166.288,26235929.05,407470304.6
FOOD SAFETY & STANDARDS AUTHOR,2018,12,14685015,808032.0858,243917.156,4141833.943,5392467.357,424455.736,299041.4805,241166.288,26235929.05,407470304.6
FORTIS HEALTHCARE LTD,2018,11,1538053,55567.46696,11763.55577,307964.6327,656269.1495,50951.94896,27274.76402,19142.01859,2666986.536,22656019.18
FORTIS HEALTHCARE LTD,2018,12,1538053,55567.46696,11763.55577,307964.6327,656269.1495,50951.94896,27274.76402,19142.01859,2666986.537,22656019.18
FOURTH DIMENSION MEDIA SOLUTIONS,2020,11,556804,16264.95516,7969.922039,86866.80169,200321.1381,34076.93814,10794.74776,6116.274653,919214.7776,6942366.219
FOURTH DIMENSION MEDIA SOLUTIONS,2020,12,96281,3597.520077,843.2012964,27022.5835,38314.91217,5449.202133,1596.21075,2942.319764,176046.9497,2803941.579
FREECIA PROFESSIONAL INDIA PVT LTD,2020,9,36752,2470.989194,425.935684,3357.144838,14896.33981,1359.285083,538.8117269,856.4527428,60656.95908,1104990.883
FREECIA PROFESSIONAL INDIA PVT LTD,2020,10,18106,603.4538032,293.1365666,2523.767343,4196.247975,562.7195121,116.8517618,194.5649992,26596.74196,360118.0129
FREECIA PROFESSIONAL INDIA PVT LTD,2020,11,533247,17543.8417,3127.640036,167000.2137,120963.2824,24601.12888,6948.32296,18598.51997,892029.9497,8768977.167
FREECIA PROFESSIONAL INDIA PVT LTD,2020,12,275676.5,9073.647752,1710.388301,84761.99052,62579.76519,12581.9242,3532.587361,9396.542485,459313.3458,4564547.59
FULLERTON INDIA CREDIT CO LTD,2019,10,69815428,4900705.922,945640.6725,6819391.642,24618340.09,2400568.314,308994.2632,1384256.31,111193325.2,1617999137
FULLERTON INDIA CREDIT CO LTD,2019,11,15003847,922676.009,187976.1634,3975221.063,2791039.732,579781.4217,143036.0166,565368.5664,24168945.97,381372588.3
FULLERTON INDIA CREDIT CO LTD,2019,12,42409637.5,2911690.966,566808.418,5397306.353,13704689.91,1490174.868,226015.1399,974812.4382,67681135.59,999685862.7
GAJKUMAR BROS & GAJKUMAR GRANDSONS,2020,12,391181,22839.61771,6057.674905,32808.8874,93954.28747,15957.55166,6465.978336,14675.78879,583940.7863,10690447.91
GARDEN REACH SHIPBUILD&ENG LTD,2018,9,6987,367.6663665,95.77516656,1549.062395,1324.774032,285.3528804,41.58408569,249.5188269,10900.73375,206108.8856
GARDEN REACH SHIPBUILD&ENG LTD,2018,10,6987,367.6663665,95.77516656,1549.062395,1324.774032,285.3528804,41.58408569,249.5188269,10900.73375,206108.8856
GARDEN REACH SHIPBUILD&ENG LTD,2018,11,6987,367.6663665,95.77516656,1549.062395,1324.774032,285.3528804,41.58408569,249.5188269,10900.73375,206108.8856
GARDEN REACH SHIPBUILD&ENG LTD,2018,12,6987,367.6663665,95.77516656,1549.062395,1324.774032,285.3528804,41.58408569,249.5188269,10900.73375,206108.8856
GCL SECURITIES PVT LTD,2019,12,528352,15428.37226,9159.689346,129384.7493,173201.4057,19967.79218,7353.526623,12077.66036,894925.1958,10815800.37
GEEPAS ELEC & HOME APPLIANCES,2018,11,850560,35302.89347,11546.66327,189422.4589,331308.762,40851.74476,4817.725955,13205.86483,1477016.113,11243908.93
GEEPAS ELEC & HOME APPLIANCES,2018,12,850560,35302.89347,11546.66327,189422.4589,331308.762,40851.74476,4817.725955,13205.86483,1477016.113,11243908.93
GEEPAS ELEC & HOME APPLIANCES,2019,11,1832832,132577.5366,11470.87318,570139.5225,581226.5474,67134.4578,30938.94563,43608.04807,3269927.931,23999987.67
GEEPAS ELEC & HOME APPLIANCES,2019,12,848595,21765.68868,12505.38074,136530.1697,223781.74,27080.93466,7875.967611,29314.48424,1307449.366,9655642.311
GEM PAINTS PVT LTD,2020,10,3592297,177082.5772,39915.98213,725931.0094,984893.3052,124559.2392,32819.50297,74294.03312,5751792.649,60729244.14
GEM PAINTS PVT LTD,2020,11,6360424,460401.83,63174.27047,1215209.771,1863623.214,267927.1455,133653.3513,199327.0973,10563740.68,184473946.7
GEM PAINTS PVT LTD,2020,12,4976360.5,318742.2036,51545.1263,970570.3902,1424258.26,196243.1924,83236.42714,136810.5652,8157766.664,122601595.4
GHMC-GREATER HYD MUNCIPAL CORP,2020,11,2905382,153069.6192,21669.96224,261376.7936,763001.1649,176305.6099,53895.09904,96499.72012,4431199.969,87604793.66
GHMC-GREATER HYD MUNCIPAL CORP,2020,12,501399,17647.81843,5325.159281,69541.05099,186553.0943,14029.79951,10900.26852,9611.182049,815007.373,7388502.254
GHV ADVANCED CARE PVT LTD,2020,12,19443733,1235208.71,117904.594,5551384.549,6269215.752,803393.077,253536.8531,722140.7786,34396517.31,542789100.7
GIM INFOTECH PVT LTD,2021,3,54966,2980.657424,757.3902169,10217.6722,16729.21175,2050.967452,565.2629897,2014.152544,90281.31457,1586930.382
GIM INFOTECH PVT LTD,2021,4,54966,2324.168461,606.9265514,4456.604066,25237.64385,3068.271791,353.5680617,733.4493287,91746.63211,822640.4287
GIM INFOTECH PVT LTD,2021,5,54966,1482.886091,331.4378985,6929.752841,11065.34552,3313.629742,1183.716532,1152.482931,80425.25155,1232369.114
GIM INFOTECH PVT LTD,2021,6,54966,1768.199829,930.7192291,8338.890596,22133.8113,2810.22992,431.0921175,1555.967035,92934.91003,1007686.836
GLAND PHARMA LIMITED,2020,11,5904461,344457.7549,52658.29211,829248.8738,1237274.991,254482.1326,120096.6448,68711.02104,8811390.71,73866469.96
GLAND PHARMA LIMITED,2020,12,5904461,344457.7549,52658.29211,829248.8738,1237274.991,254482.1326,120096.6448,68711.02104,8811390.71,73866469.96
GLOBE TROTTERS,2019,11,432332,14153.0933,7354.448852,138268.118,206079.8655,14175.7405,9083.772934,7432.860984,828879.9001,9040577.333
GLOBE TROTTERS,2019,12,432332,14153.0933,7354.448852,138268.118,206079.8655,14175.7405,9083.772934,7432.860984,828879.9001,9040577.333
GOLDEN HOSIERY MFG CO PVT LTD,2021,3,2133552,144987.1234,29696.07012,351524.8664,805364.1337,132953.664,46324.96706,26791.48902,3671194.314,47301858.64
GOLDEN HOSIERY MFG CO PVT LTD,2021,4,2133552,58974.27795,21812.94332,533645.6898,914569.9259,75948.85126,15680.32914,40134.71581,3794318.733,42408843.61
GOLDEN HOSIERY MFG CO PVT LTD,2021,5,2133552,121653.6058,33554.79082,670540.2804,569740.3906,125782.8766,44950.5227,22854.23121,3722628.698,45225772.71
GOLDEN HOSIERY MFG CO PVT LTD,2021,6,2133552,100326.1326,10785.33131,461596.4143,661186.0278,93970.35944,20326.47526,40042.63543,3521785.376,30768089.76
GOLDMEDAL ELECTRICAL PVT LTD,2018,12,2705620,186006.1803,39341.42421,848958.2027,946979.2811,118438.2112,23023.57638,25054.63432,4893421.51,31106630.76
GOOGLE/FED OF IND CHAM OF COMM & INDS,2020,9,14591293,932317.9963,98925.56318,3013369.839,3443514.187,563676.6659,130505.7589,211655.3479,22985258.36,325627616.2
GOOGLE/FED OF IND CHAM OF COMM & INDS,2020,10,55168234,2356467.034,518136.9062,15748232.51,15871332.86,2550044.223,410523.4064,524018.2823,93146989.22,1176753504
GOOGLE/FED OF IND CHAM OF COMM & INDS,2020,11,34879763.5,1644392.515,308531.2347,9380801.175,9657423.524,1556860.444,270514.5827,367836.8151,58066123.79,751190560.1
GOOGLE/FED OF IND CHAM OF COMM & INDS,2020,12,55168234,2356467.034,518136.9062,15748232.51,15871332.86,2550044.223,410523.4064,524018.2823,93146989.22,1176753504
GRANT INVESTRADE LTD,2020,9,1752234,92649.25802,24203.84434,247292.1145,398879.8576,94130.68117,28482.73232,57292.29004,2695164.778,18801645.15
GRANT INVESTRADE LTD,2020,10,7449766,550323.5597,46878.08863,1662553.266,3026819.857,249608.8127,77809.1906,142492.2237,13206251,80085142.12
GRANT INVESTRADE LTD,2020,11,4601000,321486.4089,35540.96649,954922.6903,1712849.857,171869.7469,53145.96146,99892.25687,7950707.888,49443393.64
GRANT INVESTRADE LTD,2020,12,7449766,550323.5597,46878.08863,1662553.266,3026819.857,249608.8127,77809.1906,142492.2237,13206251,80085142.12
GREAT EASTERN APPLIANCES P LTD,2019,10,638813,43312.03544,6166.18073,113432.1489,158177.7108,18581.52499,6181.896952,20068.21534,1004732.713,10650771.84
GREAT EASTERN APPLIANCES P LTD,2019,11,638813,43312.03544,6166.18073,113432.1489,158177.7108,18581.52499,6181.896952,20068.21534,1004732.713,10650771.84
GREAT EASTERN APPLIANCES P LTD,2019,12,638813,43312.03544,6166.18073,113432.1489,158177.7108,18581.52499,6181.896952,20068.21534,1004732.713,10650771.84
GREENLIGHT PLANET INDIA P LTD,2018,9,3689218,151758.6637,38155.71996,704932.7244,907301.7594,203691.1485,37077.30021,105290.667,5837425.983,97106372.1
GREENLIGHT PLANET INDIA P LTD,2018,10,3689218,151758.6637,38155.71996,704932.7244,907301.7594,203691.1485,37077.30021,105290.667,5837425.983,97106372.1
GREENLIGHT PLANET INDIA P LTD,2018,11,3689218,151758.6637,38155.71996,704932.7244,907301.7594,203691.1485,37077.30021,105290.667,5837425.983,97106372.1
GREENLIGHT PLANET INDIA P LTD,2018,12,3689218,151758.6637,38155.71996,704932.7244,907301.7594,203691.1485,37077.30021,105290.667,5837425.983,97106372.1
GREYGON COSMETICS LLP,2020,10,2461895,63472.27756,40389.09448,733557.3222,629036.1756,86441.97292,49081.58264,79362.56446,4143235.99,29491543.94
GREYGON COSMETICS LLP,2020,11,621210,30545.68523,6425.735721,149774.5706,144704.3484,35165.46606,11966.59359,7746.00471,1007538.404,14270436.4
GREYGON COSMETICS LLP,2020,12,1541552.5,47008.9814,23407.4151,441665.9464,386870.262,60803.71949,30524.08812,43554.28458,2575387.197,21880990.17
GROOM INDIA SALON & SPA PVT LTD,2018,11,1035576,75971.96795,6611.734969,301477.0472,375942.3936,56737.67745,7636.937204,14528.71104,1874482.469,29604325.78
GROOM INDIA SALON & SPA PVT LTD,2018,12,1035576,75971.96795,6611.734969,301477.0472,375942.3936,56737.67745,7636.937204,14528.71104,1874482.469,29604325.78
GROWTH MATTERS FORUM,2019,12,55800,2573.986138,804.9503168,13961.02714,22581.7699,1740.87378,398.2462974,1420.553454,99281.40703,1114593.827
GSA INDUSTRIES,2020,9,197519,7670.091775,1735.827268,18647.65094,44987.5522,6928.403369,2325.466382,2058.229957,281872.2219,4319604.298
GSA INDUSTRIES,2020,10,197519,7670.091775,1735.827268,18647.65094,44987.5522,6928.403369,2325.466382,2058.229957,281872.2219,4319604.298
GSA INDUSTRIES,2020,11,197519,7670.091775,1735.827268,18647.65094,44987.5522,6928.403369,2325.466382,2058.229957,281872.2219,4319604.298
GSA INDUSTRIES,2020,12,197519,7670.091775,1735.827268,18647.65094,44987.5522,6928.403369,2325.466382,2058.229957,281872.2219,4319604.298
GSFC (GUJ STATE FERT & CHEM),2020,11,685974,41432.30337,8057.369233,192647.808,128980.9159,43402.45839,11841.50626,8918.297444,1121254.659,18997019.29
GSFC (GUJ STATE FERT & CHEM),2020,12,685974,41432.30337,8057.369233,192647.808,128980.9159,43402.45839,11841.50626,8918.297444,1121254.659,18997019.29
GTPL HATHWAY PVT LTD,2021,3,8344025,541831.9921,143539.4171,1152783.059,3839188.412,281815.0036,70237.30558,310001.6073,14683421.8,197080085.6
GTPL HATHWAY PVT LTD,2021,4,8344025,547991.2027,83102.70656,2203586.996,2812827.356,481691.7352,109627.4952,141793.5539,14724646.05,211565744.2
GTPL HATHWAY PVT LTD,2021,5,8344025,461435.1362,128579.8497,1083636.727,1583591.929,529336.9096,193175.4967,191626.844,12515407.89,232088427.6
GTPL HATHWAY PVT LTD,2021,6,8344025,444754.4864,76337.86088,2234166.178,2599876.446,297987.4006,133044.7136,256404.4668,14386596.55,250535636.3
GUJARAT ENERGY DEVELOPMENT AGENCY,2020,12,1301605,71946.27976,22454.35792,314634.5219,463046.5869,81262.86457,22812.66304,45034.81541,2322797.09,33339560.19
GUJARAT INDUSTRIAL DEVELOPMENT CORP,2019,12,3037972,134956.2728,15251.90776,924971.1559,617152.2622,138526.2708,36452.38271,86446.38069,4991728.633,46625784.48
GURU NANAK SEWA TRUST,2019,9,9580165,669937.4262,69464.51321,1282546.051,3015337.783,477236.9542,87385.97754,245118.7111,15427192.42,118646057.8
GURU NANAK SEWA TRUST,2019,10,10393462,466547.1037,161203.6225,2428267.528,2563051.211,460983.0693,198457.2478,190243.6142,16862215.4,307247042.2
GURU NANAK SEWA TRUST,2019,11,16322637,1047676.81,205133.0107,5030849.293,3040071.62,825888.6815,143048.5987,255312.1665,26870617.18,431008759.3
GURU NANAK SEWA TRUST,2019,12,13358049.5,757111.9569,183168.3166,3729558.41,2801561.416,643435.8754,170752.9233,222777.8904,21866416.29,369127900.8
GURUDWARA BER SAHIB,2019,9,2869390,139807.2487,49003.78188,323956.5962,921104.9286,84363.48517,57169.80493,28788.27966,4473584.125,85048513.38
GURUDWARA BER SAHIB,2019,10,2156458,93516.46898,11040.80602,585862.8409,613824.2539,77179.0593,48427.83764,64092.83054,3650402.097,63123996.25
GURUDWARA BER SAHIB,2019,11,446324,26931.73085,3959.769297,63267.82776,99011.93122,13961.97703,9895.947414,11539.16624,674892.3498,12310636.73
GURUDWARA BER SAHIB,2019,12,1301391,60224.09992,7500.287659,324565.3343,356418.0926,45570.51817,29161.89253,37815.99839,2162647.224,37717316.49
HAEAL PHARMA,2020,11,1035025,48406.40235,14193.6692,327033.5227,301762.2145,55114.87376,20180.48196,33012.20615,1834728.371,13987712.44
HAEAL PHARMA,2020,12,398400,11496.894,2244.250288,63267.29682,150835.1671,17559.94088,7444.075036,12049.93284,663297.5569,10563192.03
HAPPILY UNMARRIED MARKETING PVT LTD,2020,10,1664045,107760.7986,26893.40383,214439.841,676650.3235,76463.96352,14131.1199,40000.95078,2820385.401,28188017.94
HAPPILY UNMARRIED MARKETING PVT LTD,2020,11,1400417,95955.24886,20095.23217,193848.2345,336463.8453,60317.60196,16530.06074,36181.67498,2159808.899,23696963.12
HAPPILY UNMARRIED MARKETING PVT LTD,2020,12,1532231,101858.0237,23494.318,204144.0378,506557.0844,68390.78274,15330.59032,38091.31288,2490097.15,25942490.53
HARYANA POLICE,2018,10,2628225,146920.593,25881.44418,573597.4693,827424.3413,144671.9925,57662.72862,39437.10089,4443820.67,68300319.9
HARYANA POLICE,2018,11,2628225,146920.593,25881.44418,573597.4693,827424.3413,144671.9925,57662.72862,39437.10089,4443820.67,68300319.9
HARYANA POLICE,2018,12,2628225,146920.593,25881.44418,573597.4693,827424.3413,144671.9925,57662.72862,39437.10089,4443820.67,68300319.9
HDFC BANK,2020,10,23688668,1080785.945,167252.7324,4048335.133,8255479.086,841480.6285,409547.3612,715037.1458,39206586.03,335531014.3
HDFC BANK,2020,11,91437774,5043920.325,1239628.278,25737046.23,29650627.05,2613051.989,1088023.216,1010464.891,157820536,2016638092
HDFC BANK,2020,12,57563221,3062353.135,703440.5052,14892690.68,18953053.07,1727266.309,748785.2886,862751.0184,98513561.01,1176084553
HEALTHCARE FEDERATION OF INDIA,2021,3,587961,37377.16444,8649.341775,72269.52097,180021.6387,18443.22824,3359.948812,11459.77607,919541.619,8678382.622
HEALTHCARE FEDERATION OF INDIA,2021,4,587961,36257.95657,8037.175279,109561.7025,215983.5207,22502.98887,4698.02349,9192.492556,994194.8599,17003631.48
HEALTHCARE FEDERATION OF INDIA,2021,5,587961,14903.79094,9004.434826,64422.09833,165425.9166,34084.06002,14090.44558,14468.88229,904360.6286,15616235.47
HEALTHCARE FEDERATION OF INDIA,2021,6,587961,24051.42517,6774.005447,76250.72823,108254.5977,25440.42322,7057.827443,16109.76124,851899.7685,13471083.92
HEMAS KITCHEN,2020,12,365326,11759.93141,2727.961284,84605.43155,152520.9199,11238.1432,2438.315199,6187.229292,636803.9319,5535742.784
HERBAL ROUTE INDIA,2020,9,277793,10291.33431,1565.335295,34857.90574,101726.5975,15668.89146,3366.216151,7929.034443,453198.3149,7589759.096
HERBAL ROUTE INDIA,2020,10,575322,34753.48315,4669.098498,68037.69247,174652.6087,26401.90256,3452.889254,21533.49359,908823.1682,13240817.89
HERBAL ROUTE INDIA,2020,11,426557.5,22522.40873,3117.216897,51447.79911,138189.6031,21035.39701,3409.552703,14731.26402,681010.7416,10415288.49
HERBAL ROUTE INDIA,2020,12,451694,13914.42435,3955.571852,34115.02525,191853.6826,21100.47357,2985.857374,5346.456477,724965.4915,6009006.685
HNS GOLD PVT LTD,2020,9,256940,13234.33426,2100.730875,65422.51049,97318.73506,9824.24418,2366.915879,7615.121363,454822.5921,6973398.815
HNS GOLD PVT LTD,2020,10,256940,13234.33426,2100.730875,65422.51049,97318.73506,9824.24418,2366.915879,7615.121363,454822.5921,6973398.815
HNS GOLD PVT LTD,2020,11,256940,13234.33426,2100.730875,65422.51049,97318.73506,9824.24418,2366.915879,7615.121363,454822.5921,6973398.815
HNS GOLD PVT LTD,2020,12,256940,13234.33426,2100.730875,65422.51049,97318.73506,9824.24418,2366.915879,7615.121363,454822.5921,6973398.815
HOME CREDIT INDIA FINANCE PVT LTD,2019,10,2036990,91693.85687,24646.66571,637430.748,967138.8986,94435.04901,20337.7617,48143.76415,3920816.744,61182681.02
HOME CREDIT INDIA FINANCE PVT LTD,2019,11,2036990,91693.85687,24646.66571,637430.748,967138.8986,94435.04901,20337.7617,48143.76415,3920816.744,61182681.02
HOME CREDIT INDIA FINANCE PVT LTD,2019,12,2036990,91693.85687,24646.66571,637430.748,967138.8986,94435.04901,20337.7617,48143.76415,3920816.744,61182681.02
HOME INSECT CONTROL ASSO,2019,11,2635402,128050.6624,30745.94725,238017.1645,474857.226,107217.4527,24273.74818,84456.57797,3723020.779,41516321.29
HOME INSECT CONTROL ASSO,2019,12,2929473,134677.246,25225.46034,338383.4696,866038.1004,82067.49263,32932.83168,47052.92752,4455850.528,76952933.18
HOME TUTOR ONLINE LECTURES,2020,10,1492424,67103.96479,17071.85572,294943.6933,658047.4133,55498.34207,34711.09371,14304.10126,2634104.464,38008405.47
HOME TUTOR ONLINE LECTURES,2020,11,1492424,67103.96479,17071.85572,294943.6933,658047.4133,55498.34207,34711.09371,14304.10126,2634104.464,38008405.47
HOME TUTOR ONLINE LECTURES,2020,12,1492424,67103.96479,17071.85572,294943.6933,658047.4133,55498.34207,34711.09371,14304.10126,2634104.464,38008405.47
HOTEL TIP TOP PLAZA,2020,9,386753,11481.24642,4216.571713,89216.9434,181733.8919,14311.0897,3072.113703,9300.010388,700084.8672,7351874.872
HOTEL TIP TOP PLAZA,2020,10,386753,11481.24642,4216.571713,89216.9434,181733.8919,14311.0897,3072.113703,9300.010388,700084.8672,7351874.872
HOTEL TIP TOP PLAZA,2020,11,386753,11481.24642,4216.571713,89216.9434,181733.8919,14311.0897,3072.113703,9300.010388,700084.8672,7351874.872
HOTEL TIP TOP PLAZA,2020,12,386753,11481.24642,4216.571713,89216.9434,181733.8919,14311.0897,3072.113703,9300.010388,700084.8672,7351874.872
HOUSING DEVEL FINANCE CORP LTD,2020,9,4634801,264727.6294,30624.24658,493710.2866,1790462.898,232496.8007,69561.15959,70682.68467,7587066.706,92204275.8
HOUSING DEVEL FINANCE CORP LTD,2020,10,25138610,1847061.58,292419.4799,7850133.299,6503818.374,667929.3237,256008.0815,702988.9901,43258969.13,415687395
HOUSING DEVEL FINANCE CORP LTD,2020,11,8963841,599623.9414,83328.11349,1845538.058,1921503.994,249455.832,79441.46979,346870.7048,14089603.11,162948585.5
HOUSING DEVEL FINANCE CORP LTD,2020,12,26590420,1981628.437,384744.3512,6089677.79,5120776.98,1354763.882,158816.6492,847904.5856,42528732.67,279980181.5
HOWZAT PVT LTD,2021,3,10572100,585373.5764,136200.0333,3075993.282,2040175.185,394353.235,201508.4872,311022.2278,17316726.03,124255594.6
HOWZAT PVT LTD,2021,4,10572100,335291.3377,79956.02234,2714267.667,2083335.167,445041.8817,127968.6707,311211.9477,16669172.69,123646623.8
HOWZAT PVT LTD,2021,5,10572100,667232,110555.1455,1369111.557,4053005.668,415946.4984,249157.4085,373663.091,17810771.37,142551472
HOWZAT PVT LTD,2021,6,10572100,522438.5201,129993.6854,1630555.185,2125335.506,360315.3753,101814.952,210881.7379,15653434.96,130403996
HRJ INTERNATIONAL PRIVATE LIMITED,2019,11,76178,3574.213704,1018.103537,21986.56338,22551.14177,2590.169599,411.9722409,1646.655562,129956.8198,1270723.03
HRJ INTERNATIONAL PRIVATE LIMITED,2019,12,76178,3574.213704,1018.103537,21986.56338,22551.14177,2590.169599,411.9722409,1646.655562,129956.8198,1270723.03
HUAWEI TECHNOLOGIES (I) P LTD,2018,11,273896,13919.46663,2782.271907,62254.11561,84118.49571,13729.6414,3606.378265,4156.050684,458462.4202,7238041.085
HUAWEI TECHNOLOGIES (I) P LTD,2018,12,5641567,181092.5403,52676.49537,1466980.108,2140183.471,290094.1235,44774.87349,102167.1989,9919535.81,151635638.8
ICCS CLG OF ENG AND MGMT,2020,10,597838,29978.86692,5104.387736,149048.4395,284561.8521,21271.79834,12130.44303,21130.01656,1121063.804,15563301.8
ICCS CLG OF ENG AND MGMT,2020,11,597838,29978.86692,5104.387736,149048.4395,284561.8521,21271.79834,12130.44303,21130.01656,1121063.804,15563301.8
