advertiser,Best_Model
HAEAL PHARMA,Multiple_Regression_TV_Radio_Media
HAIER APPLIANCES (I) PVT LTD,LSTM
HAILEYBURIA TEA ESTATES LTD,Multiple_Regression
HAJARE TEXTILES,Polynomial_Regression_TV_Radio_Media
HALDIRAM BHUJIAWALA LTD,LSTM
HALDIRAMS FOOD INTERNATIONL LTD,LSTM
HAMDARD,LSTM
HAPPILY UNMARRIED MARKETING PVT LTD,Multiple_Regression_TV_Radio_Media
HARI DARSHAN SEVASHRAM PVT LTD,Multiple_Regression
HARI UDYOG,Multiple_Regression_TV_Radio_Media
HARIKRISHNA GROUP,Multiple_Regression_TV_Radio_Media
HARINA FOODS PVT LTD,Multiple_Regression_TV_Radio_Media
HARIPRASAD GOPIKRISHNA JEWELL,LSTM
HARMAN INTL (INDIA) PVT LTD,LSTM
HARSH CLEAN DHAN PVT LTD,Polynomial_Regression_TV_to_Others
HARSH INTERNATIONAL,LSTM
HARSH NUTRICARE PVT LTD,LSTM
HARYANA BIJLI VITRAN NIGAM,Multiple_Regression
HARYANA PHYSICAL AND DEFENCE ACADEMY,Multiple_Regression_TV_Radio_Media
HARYANA POLICE,Multiple_Regression_TV_Radio_Media
HARYANA PRADESH VAISHYA MAHASAMMELAN,Multiple_Regression_TV_Radio_Media
HASBRO INDIA LLP,Multiple_Regression
HASSAN GEMS & JEWELLERY P LTD,Linear_Regression
HATHWAY CABLE &DATACOM PVT LTD,Multiple_Regression
HATSUN AGRO PRODUCT LTD,LSTM
HAVELLS INDIA LTD,LSTM
HAVMOR ICE CREAM PVT LTD,Multiple_Regression
HAWARE ENGINEERS & BUILDERS,Multiple_Regression_TV_Radio_Media
HAWKINS COOKERS LTD,LSTM
HAYAT HOSPITAL,LSTM
HB PLY & BOARDS,Multiple_Regression_TV_Radio_Media
HBN INDIA PVT LTD,Multiple_Regression
HCL TECHNOLOGIES LTD,Multiple_Regression
HDFC ASSET MGMT COMPANY LTD,LSTM
HDFC BANK,Multiple_Regression_TV_Radio_Media
HDFC ERGO GENERAL INSU CO LTD,LSTM
HDFC ERGO HEALTH INSURANCE LTD,Linear_Regression
HDFC STANDARD LIFE INSU CO LTD,LSTM
HEAD DIGITAL WORKS PRIVATE LIMITED,LSTM
HEALING HASTHA HERBAL CONCEPTS,LSTM
HEALTHCARE FEDERATION OF INDIA,Multiple_Regression_TV_Radio_Media
HEARING SOLUTIONS,Multiple_Regression
HEDGE EQUITIES,Multiple_Regression_TV_Radio_Media
HEINZ,LSTM
HEMAS HOLDINGS PLC,LSTM
HEMAS KITCHEN,Multiple_Regression_TV_Radio_Media
HENNA EXPORT CORPORATION,Multiple_Regression
HERANBA INDUSTRIES LTD,Multiple_Regression_TV_Radio_Media
HERBAL CANADA,Multiple_Regression_TV_Radio_Media
HERBAL ROUTE INDIA,Multiple_Regression_TV_Radio_Media
HERITAGE AVIATION,Multiple_Regression_TV_Radio_Media
HERITAGE FOODS LTD,Multiple_Regression
HERO CORPORATE SERVICE LTD,Linear_Regression
HERO CYCLES LTD,Multiple_Regression_TV_Radio_Media
HERO MOTOCORP LTD,LSTM
HERSHEY INDIA PVT LTD,Polynomial_Regression_TV_Radio_Media
HETTICH INDIA LTD,LSTM
HEWLETT PACKARD ENTERPRISE SERVICE,Multiple_Regression_TV_Radio_Media
HEWLETT PACKARD INDIA LTD,Linear_Regression
HI-TECH EDUC & CHAR TRUST,LSTM
HICKS THERMOMETERS (I) LTD,Multiple_Regression_TV_Radio_Media
HIKE LTD,LSTM
HIL LTD,Multiple_Regression_TV_Radio_Media
HILTON AGRO FOODS PVT LTD,Multiple_Regression
HILTON WORLDWIDE,Multiple_Regression_TV_Radio_Media
HINDALCO,Linear_Regression
HINDUSTAN AERONAUTICS LTD,Multiple_Regression
HINDUSTAN AGRO PRODUCTS,Multiple_Regression_TV_Radio_Media
HINDUSTAN GOLD COMPANY PVT LTD,Multiple_Regression
HINDUSTAN GROUP OF INSTS,LSTM
HINDUSTAN LEVER LTD,Linear_Regression
HINDUSTAN PENCILS LTD,LSTM
HINDUSTAN PETROLEUM CORP LTD,Multiple_Regression
HINDUSTAN SYRINGES & MEDICAL DEVICES LTD,Multiple_Regression_TV_Radio_Media
HINDUSTHAN EDUC & CHARIT TRUST,LSTM
HINT PUBLICATION PRIVATE LIMITED,Multiple_Regression_TV_Radio_Media
HITACHI HOME & LIFE SOLUTIONS,Linear_Regression
HITACHI LTD,Multiple_Regression
HIVELOOP TECHNOLOGY PVT LTD,LSTM
HMD MOBILE INDIA PVT LTD,LSTM
HNS GOLD PVT LTD,Multiple_Regression_TV_Radio_Media
HOICHOI TECHNOLOGIES PVT LTD,LSTM
HOLISTIC HUMAN METAPHYSICS,Multiple_Regression_TV_Radio_Media
HOLY CROSS CLG OF NURSING(KLM),Linear_Regression
HOME CREDIT INDIA FINANCE PVT LTD,Multiple_Regression_TV_Radio_Media
HOME FIRST FINANCE CO INDIA PVT LTD,Multiple_Regression
HOME INSECT CONTROL ASSO,Multiple_Regression_TV_Radio_Media
HOME TUTOR ONLINE LECTURES,Multiple_Regression_TV_Radio_Media
HOMEKRAFT INFRA PVT LTD,LSTM
HOMEOCARE INTL,LSTM
HONASA CONSUMER PVT LTD,LSTM
HONDA CARS INDIA LTD,Multiple_Regression
HONDA MOTORCYCLE&SCOOTER I LTD,Multiple_Regression_TV_Radio_Media
HONEYWELL AUTOMATION IND LTD,LSTM
HONGKONG & SHANGHAI BANKING CORP,Multiple_Regression_TV_Radio_Media
HONGKONG TOURISM,Polynomial_Regression_TV_to_Others
HOSUR COIR FOAMS PVT LTD,LSTM
HOT BURGER,Multiple_Regression_TV_Radio_Media
HOTEL SHALIMAR INTL,Multiple_Regression
HOTEL THE PRIDE,Multiple_Regression
HOTEL TIP TOP PLAZA,Multiple_Regression_TV_Radio_Media
HOTPACK PACKAGING INDUSTRIES LLC,Multiple_Regression_TV_Radio_Media
HOUSING DEVEL FINANCE CORP LTD,Multiple_Regression_TV_Radio_Media
HOWZAT PVT LTD,Multiple_Regression_TV_Radio_Media
HPL INDIA LTD,Polynomial_Regression_TV_to_Others
HRJ INTERNATIONAL PRIVATE LIMITED,Multiple_Regression_TV_Radio_Media
HT MEDIA LTD,Multiple_Regression_TV_Radio_Media
HUAWEI TECHNOLOGIES (I) P LTD,Multiple_Regression_TV_Radio_Media
HUMAN WELFARE FOUNDATION,Multiple_Regression_TV_Radio_Media
HUMBLE MOBILE SOLUTIONS/UNITED SPIRITS,Multiple_Regression_TV_Radio_Media
HYDERABAD FOOD PRODUCTS P LTD,Multiple_Regression_TV_Radio_Media
HYDERABAD ROYAL SOCIETY,Multiple_Regression_TV_Radio_Media
HYGIENIC RESEARCH,Multiple_Regression
HYKON INDIA (P) LTD,Multiple_Regression_TV_Radio_Media
HYNESS PRODUCTS PVT LTD,Multiple_Regression_TV_Radio_Media
HYUNDAI MOTOR INDIA LTD,LSTM
I DEAL ADS & EVENT,Multiple_Regression_TV_Radio_Media
I K GUJRAL PUNJAB TECH UNIVERSITY,Multiple_Regression_TV_Radio_Media
I MONETARY ADVISORY COUNCIL,Multiple_Regression_TV_Radio_Media
IADS & EVENTS,Multiple_Regression_TV_Radio_Media
IAPL,Multiple_Regression_TV_Radio_Media
IBAHN ILLUMINATION PVT LTD,Multiple_Regression_TV_Radio_Media
ICAR-NATIONAL RESEARCH CENTRE ON PIG,Multiple_Regression_TV_Radio_Media
ICCS CLG OF ENG AND MGMT,Multiple_Regression_TV_Radio_Media
ICFAI (INST OF CHRT FIN ANAL),LSTM
ICICI BANK LTD,LSTM
ICICI LOMBARD GEN INSURANCE CO,Polynomial_Regression_TV_Radio_Media
ICICI PRUDENTIAL ASSET MGMT CO,Multiple_Regression_TV_Radio_Media
ICICI PRUDENTIAL LIFE INSUR CO,Multiple_Regression
ICICI SECURITIES & FINANCE CO,Multiple_Regression_TV_Radio_Media
ICICI SECURITIES LTD,Multiple_Regression_TV_Radio_Media
ICL FINCORP LIMITED,Multiple_Regression
ICL MEDILAB PVT LTD,Multiple_Regression_TV_Radio_Media
ICONIC FASHION RETAILING PVT LTD,Polynomial_Regression_TV_to_Others
ICS COACHING CENTRE,Multiple_Regression_TV_Radio_Media
ID FRESH FOOD (INDIA) PVT LTD,Linear_Regression
IDBI BANK,Multiple_Regression_TV_Radio_Media
IDEA CELLULAR LTD,Polynomial_Regression_TV_to_Others
IDEAL INST OF BIOLOGY,Multiple_Regression_TV_Radio_Media
IDEAL PUBLICATIONS TRUST,Multiple_Regression
IDEATORS,Multiple_Regression_TV_Radio_Media
IDFC ASSET MANAGEMENT CO LTD,Multiple_Regression_TV_Radio_Media
IDFC FIRST BANK,Polynomial_Regression_TV_to_Others
IDHAYAM,Multiple_Regression
IEC-PONDICHERRY,Polynomial_Regression_TV_Radio_Media
IEEMA(IND ELE &ELECT MANU ASS),Multiple_Regression
IES GROUP OF INST,Multiple_Regression_TV_Radio_Media
IFFCO-TOKIO GEN INSURANCE CO,Multiple_Regression
IGMA,LSTM
IIFL FINANCE LTD,LSTM
IIFL SECURITIES LTD,Multiple_Regression
IIFL WEALTH MANAGEMENT LTD,Multiple_Regression_TV_Radio_Media
IKDAM,Multiple_Regression_TV_Radio_Media
IMA JEWELS,Polynomial_Regression_TV_to_Others
IMAGE BROADCASTING INDIA PVT LTD,Multiple_Regression
IMAGE HOSPITALS,Polynomial_Regression_TV_to_Others
IMAGE INFOTAINMENT LTD,Multiple_Regression
IMAGICAAWORLD ENTERTAINMENT LTD,Multiple_Regression
IMAGINATION EDUTAINMENT INDIA P LTD,Multiple_Regression
IMAGINE MARKETING PVT LTD,Multiple_Regression_TV_Radio_Media
IMFA GROUP,Multiple_Regression_TV_Radio_Media
IMMENSE POWER PRIVATE LTD,LSTM
IMPACT GURU TECHNOLOGY VENTURES PVT LTD,Multiple_Regression_TV_Radio_Media
IN STYLE WAY,Multiple_Regression_TV_Radio_Media
IN10 MEDIA PRIVATE LIMITED,Linear_Regression
INBISCO INDIA PVT LIMITED,LSTM
INDAPUR DAIRY & MILK PRODUCT LTD,Multiple_Regression
INDEED IRELAND OPERATIONS LTD,LSTM
INDEPENDENT CANDIDATE,Multiple_Regression
INDEPENDENT NEWS SERVICE PVT LTD,Polynomial_Regression_TV_to_Others
INDEXTB (INDUSTRIAL EXTENSION BUREAU),Multiple_Regression_TV_Radio_Media
INDIA CAST MEDIA DISTRIBUTION PVT LTD,Polynomial_Regression_TV_Radio_Media
INDIA FOOD EXPORTS,Multiple_Regression_TV_Radio_Media
INDIA INFOLINE FINANCE LTD,Multiple_Regression
INDIA INFOLINE SECURITIES LTD,Multiple_Regression_TV_Radio_Media
INDIA MORTGAGE GUARANTEE CORP,Multiple_Regression_TV_Radio_Media
INDIA POST,LSTM
INDIA POST PAYMENTS BANK LTD,Polynomial_Regression_TV_Radio_Media
INDIA PROPERTY ONLINE PVT LTD,Multiple_Regression_TV_Radio_Media
INDIABULLS COMMERCIAL CREDIT LTD,Multiple_Regression_TV_Radio_Media
INDIABULLS HOUSING FINANCE,Multiple_Regression
INDIAGAMES LTD,Multiple_Regression_TV_Radio_Media
INDIAN AIR FORCE,LSTM
INDIAN BANK,Linear_Regression
INDIAN BANKS ASSO,Linear_Regression
INDIAN BROADCASTING FEDERATION,Multiple_Regression_TV_Radio_Media
INDIAN CANCER SOCIETY,Multiple_Regression_TV_Radio_Media
INDIAN CHEMICAL COMPANY,LSTM
INDIAN EXPRESS NEWSPAPERS(BOM),Multiple_Regression_TV_Radio_Media
INDIAN FARMERS FERTI COOP LTD,Multiple_Regression_TV_Radio_Media
INDIAN FLOWER,LSTM
INDIAN GAS EXCHANGE LTD,Multiple_Regression_TV_Radio_Media
INDIAN HIMALAYAS CLIMATE ADAPATION PROGRAMME,Multiple_Regression_TV_Radio_Media
INDIAN INST OF HOTEL MGMT,Multiple_Regression_TV_Radio_Media
INDIAN INVESTING CONCLAVE,Multiple_Regression_TV_Radio_Media
INDIAN MACHINE TOOL MFR ASSO,Multiple_Regression_TV_Radio_Media
INDIAN MARITIME UNIVERSITY,Multiple_Regression_TV_Radio_Media
INDIAN MARKETING COMPANY,Multiple_Regression_TV_Radio_Media
INDIAN NATIONAL LOK DAL,Multiple_Regression_TV_Radio_Media
INDIAN NAVY ORGANISATION,LSTM
INDIAN OIL CORPORATION,Multiple_Regression_TV_Radio_Media
INDIAN OLYMPIC ASSOCIATION,Multiple_Regression_TV_Radio_Media
INDIAN PRINTING PACKAGING AND ALLIED MAC,Multiple_Regression_TV_Radio_Media
INDIAN PRODUCTS LTD,Linear_Regression
INDIAN RAILWAY CATER&TOUR CORP,Multiple_Regression_TV_Radio_Media
INDIAN RAILWAY FINANCE CORP,Multiple_Regression_TV_Radio_Media
INDIAN RED CROSS SOCIETY,Multiple_Regression_TV_Radio_Media
INDIAN SILK HOUSE AGENCIES,Multiple_Regression_TV_Radio_Media
INDIAN TELEPHONE INDS LTD(ITI),Multiple_Regression_TV_Radio_Media
INDIEJEWEL FASHIONS PVT LTD,Multiple_Regression_TV_Radio_Media
INDIGO PAINTS PVT LTD,LSTM
INDIRA GOPAL INST OF MEDICAL SERVICES,Multiple_Regression
INDIRA INFERTILITY & TEST TUBE BABY CENT,LSTM
INDIRA PROJECTS & DEVELOPMENTS PVT LTD,Polynomial_Regression_TV_to_Others
INDIYA JANANAYAKA KATCHI,Multiple_Regression_TV_Radio_Media
INDO APPLIANCES,Multiple_Regression
INDO CANADIAN TRANSPORT CO,LSTM
INDO NATIONAL LTD,Multiple_Regression
INDO NEPAL RUDRAKSHA ORGANI,Multiple_Regression_TV_Radio_Media
INDO NISSIN FOODS LTD,LSTM
INDO TIBETAN BORDER POLICE,Multiple_Regression_TV_Radio_Media
INDOFIL CHEMICAL CO,LSTM
INDOFIL INDUSTRIES LTD,Multiple_Regression
INDOGULF CROPSCIENCE LTD,Multiple_Regression_TV_Radio_Media
INDONESIA TOURISUM,Multiple_Regression
INDOSTAR CAPITAL FINANCE PVT LTD,Multiple_Regression_TV_Radio_Media
INDROLA STEEL ROLLING MILLS,Multiple_Regression_TV_Radio_Media
INDUS DEGREE CLG (KINANA),Multiple_Regression
INDUS PUB SCH (ROHTAK),Multiple_Regression_TV_Radio_Media
INDUS STEEL & ALLOYS LTD,LSTM
INDUSIND BANK,LSTM
INDUSS ICE CREAM,Polynomial_Regression_TV_to_Others
INDUSTRIAL & COMMERCIAL BANK OF CHINA,Multiple_Regression_TV_Radio_Media
INDUSTRIAL RESEARCH CORPORATION,Multiple_Regression
INDYA INTERACTIVE SERVICES PVT LTD,LSTM
INFIBEAM AVENUES LTD,Multiple_Regression_TV_Radio_Media
INFINITI RETAIL LTD,Polynomial_Regression_TV_to_Others
INFO EDGE INDIA LTD,LSTM
INFORMATION TV PVT LTD-ITV NETWORK,LSTM
INFRATECH,LSTM
INKAL VENTURES PVT LTD,Multiple_Regression_TV_Radio_Media
INNOVATIVE COMMUNITY COVID ISOLATION CENTERS,Multiple_Regression_TV_Radio_Media
INOX LEISURE LTD,Multiple_Regression
INS (INDIAN NEWSPAPER SOCIETY),Multiple_Regression_TV_Radio_Media
INSECTICIDES (INDIA) LTD,Multiple_Regression_TV_Radio_Media
INSIGHT MEDIA CITY (INDIA) PVT LTD,Multiple_Regression_TV_Radio_Media
INST FOR COMPETITIVENESS,Multiple_Regression_TV_Radio_Media
INST OF AERONAUTICAL ENGG,Multiple_Regression_TV_Radio_Media
INST OF CHARTERED A/C OF INDIA,Multiple_Regression_TV_Radio_Media
INST OF DIRECTORS,Multiple_Regression
INST OF ENGG & MGMT (IEM) TRUST,Polynomial_Regression_TV_to_Others
INST OF HR SEC EDUC (ITER),Multiple_Regression
INST OF HUMAN REPRODUCTION,Multiple_Regression_TV_Radio_Media
INST OF LEADERSHIP ENTREP&DEVP,Multiple_Regression_TV_Radio_Media
INST OF MGMT EDUCATION,Multiple_Regression_TV_Radio_Media
INSURANCE REGULATORY&DEVELOPMENT AUHRITY,Multiple_Regression
INTAS PHARMACEUTICALS,Multiple_Regression
INTEL CORPORATION,LSTM
INTER IKEA SYSTEMS BV,LSTM
INTERGROW BRANDS PVT LTD,Multiple_Regression
INTERMESH SHOPPING NETWORK PVT LTD,LSTM
INTERNATIONAL BOXING ASSOCIATION,Multiple_Regression_TV_Radio_Media
INTERSIGHT HOLIDAYS (P) LTD,Multiple_Regression_TV_Radio_Media
INTEX TECHNOLOGIES (INDIA),Multiple_Regression_TV_Radio_Media
INTL ADVERTISING ASSO,LSTM
INTL CENT FOR AUTOMOTIVE TECH,Multiple_Regression_TV_Radio_Media
INTL CRICKET COUNCIL,LSTM
INTL INST OF HTL MGMT,LSTM
INTL JUSTICE MISSION INDIA,Multiple_Regression_TV_Radio_Media
INTL LABOUR ORGANIZATION,Multiple_Regression
INTL SCH OF MEDIA & ENTER SCH/DELHI INST OF DIG MK,Multiple_Regression_TV_Radio_Media
INTL SCH OF MEDIA&ENTER STU,LSTM
INVENTZ LIFESCIENCES,Multiple_Regression_TV_Radio_Media
INVESTORS CLINIC INFRATECH PVT LTD,Multiple_Regression
ION EXCHANGE (I) LTD,Multiple_Regression_TV_Radio_Media
IPI INDIA PVT LTD,Linear_Regression
IRAIVI,Multiple_Regression
IRB INFRASTRUCTURE DEVELOP LTD,Multiple_Regression_TV_Radio_Media
IRCON INTL LTD,Multiple_Regression_TV_Radio_Media
IRINJALAKUDA TOWN COOP BANK,Multiple_Regression_TV_Radio_Media
ISBM UNIVERSITY,LSTM
ISHA FOUNDATION,Multiple_Regression
ISHA OUTREACH/ISHA EDUCATION,Multiple_Regression
ISKCON PANIHATI,Multiple_Regression_TV_Radio_Media
ISUZU MOTORS INDIA PVT LTD,LSTM
ISWARYA FERTILITY CENTRE,LSTM
ITACA CERAMIC PVT LTD,Multiple_Regression_TV_Radio_Media
ITC LTD,LSTM
ITM UNIVERSE,Multiple_Regression_TV_Radio_Media
ITM UNIVERSITY (GWALIOR-MP),Polynomial_Regression_TV_to_Others
ITS HEALTH PRO,Multiple_Regression_TV_Radio_Media
ITV FOUNDATION,Multiple_Regression
ITV NETWORK,Multiple_Regression_TV_Radio_Media
IYENGARS,Multiple_Regression_TV_Radio_Media
J & T GEMS & JEWELLERY PVT LTD,Multiple_Regression
J G HOSIERY (P) LTD,LSTM
J J GOLD,Multiple_Regression_TV_Radio_Media
J L MORISON INDIA LTD,LSTM
J P EXPORTS,Multiple_Regression_TV_Radio_Media
J P FOODS,Multiple_Regression
J R HERBAL CARE INDIA LTD,Multiple_Regression
J R METAL CHENNAI LTD,Multiple_Regression_TV_Radio_Media
J S MASALA COMPANY,Multiple_Regression_TV_Radio_Media
J U PESTICIDES & CHEMICALS,Multiple_Regression_TV_Radio_Media
J2 INTERACTIVE,LSTM
JABALPUR MUNICIPAL CORP,Multiple_Regression_TV_Radio_Media
JACKSON PAL,Multiple_Regression
JADAV CHANDRA BHUYAN MEMORIAL TRUST,Polynomial_Regression_TV_to_Others
JADE ESERVICES PVT LTD,LSTM
JAGANNATH G PEDNEKAR JEWELLERS,LSTM
JAGANNATH TEXTILE CO LTD,Multiple_Regression_TV_Radio_Media
JAGARI PUBLICATION,Multiple_Regression_TV_Radio_Media
JAGAT PHARMA,Multiple_Regression
JAGATJIT INDUSTRIES LTD,Polynomial_Regression_TV_to_Others
JAGDISH STORE,Multiple_Regression_TV_Radio_Media
JAGRAN PRAKASHAN LTD,LSTM
JAGUAR LAND ROVER INDIA LTD,Multiple_Regression
JAIKUMAR REAL ESTATE PVT LTD,Multiple_Regression_TV_Radio_Media
JAIN CHAKRA FURNITURE ENTERPRISES LLP,Multiple_Regression_TV_Radio_Media
JAIN GROUP (KOL),Multiple_Regression_TV_Radio_Media
JAIN HOUSING & CONSTRUCTIONS,Multiple_Regression_TV_Radio_Media
JAINISH ENTERTAINMENT PVT LTD,Multiple_Regression_TV_Radio_Media
JAIPUR DEVELOPMENT AUTHORITY,Polynomial_Regression_TV_to_Others
JAIPUR FERTILITY CENTRE,Multiple_Regression_TV_Radio_Media
JAIPUR JEWELLERS ASSO,Multiple_Regression_TV_Radio_Media
JAJIS BEAUTY SPECIALITY CLINIC,Multiple_Regression_TV_Radio_Media
JALANI ENTERPRISES PVT LTD,LSTM
JAMMU & KASHMIR TOURISM,LSTM
JAMMU AND KASHMIR APNI PARTY,Multiple_Regression_TV_Radio_Media
JAN NAYAK CH DEVILAL VIDYAPEET,Multiple_Regression_TV_Radio_Media
JAN NAYAK JANTA PARTY,Multiple_Regression_TV_Radio_Media
JANA SENA PARTY,Polynomial_Regression_TV_to_Others
JANATHA SYRUP & CO,Multiple_Regression_TV_Radio_Media
JANGAM AYURVEDA,Multiple_Regression_TV_Radio_Media
JANSONS GROUP OF COMPANIES,Multiple_Regression
JANTADAL (SECULAR),Multiple_Regression_TV_Radio_Media
JANTADAL (SECULAR)/CONGRESS-I,Multiple_Regression_TV_Radio_Media
JANTADAL UNITED,Multiple_Regression_TV_Radio_Media
JAPAN TOURISM,Multiple_Regression
JAQUAR & COMPANY LTD,Polynomial_Regression_TV_to_Others
JAY BHARAT SPICES PVT LTD,Multiple_Regression_TV_Radio_Media
JAY ELL HEALTHCARE PVT LTD,Multiple_Regression_TV_Radio_Media
JAYA GROUP OF CLG,Multiple_Regression_TV_Radio_Media
JAYA NURSERY & PR SCH,Polynomial_Regression_TV_Radio_Media
JAYA SOAP WORKS,LSTM
JAYABHARATH HOMES PVT LTD,Linear_Regression
JAYABHARATHAM FURNITURE & APPL,Multiple_Regression_TV_Radio_Media
JAYACHANDRAN TEXTILES & GOLD H,Multiple_Regression
JAYAKA JANSAHAYAK TRUST,Multiple_Regression_TV_Radio_Media
JAYOTI VIDYAPEETH MAHILA VISHWAVIDYALAY,Multiple_Regression_TV_Radio_Media
JAYOTI VIDYAPETH WOMENS UNIV,Multiple_Regression_TV_Radio_Media
JB INFRA PROJECTS,Multiple_Regression
JB INFRASTRUCTURES,LSTM
JCB INDUSTRIES,Polynomial_Regression_TV_Radio_Media
JEEVANI JAIVAKRUSHI,Multiple_Regression_TV_Radio_Media
JEEYAR INTEGRATED VEDIC ACADEMY,LSTM
JENSON & NICHOLSON PAINTS PVT LTD,LSTM
JES & BEN GROUPO PVT LTD,Multiple_Regression_TV_Radio_Media
JESSY AND PARIMAL AGENCIES,Multiple_Regression_TV_Radio_Media
JET AIRWAYS (I) PVT LTD,Multiple_Regression
JET KNITWEAR,Multiple_Regression
JET PRIVILEGE PVT LTD,Multiple_Regression
JETSYNTHESYS INC,Multiple_Regression_TV_Radio_Media
JEWELLERS ASSO JAIPURE,Multiple_Regression_TV_Radio_Media
JEWELS ONLINE DISTRIBUTION INDIA PRIVATE,LSTM
JEYA SATHYA AGRO FOOD PRODUCTS P LTD,Multiple_Regression
JHARKHAND SKILL DEVP MISSION SOCIETY,Multiple_Regression_TV_Radio_Media
JHARKHAND TOURISM DEVELOPMENT CORP,Polynomial_Regression_TV_to_Others
JHAVERI SPICES PVT LTD,LSTM
JHS SVENDGAARD LABORATORIES,LSTM
JIEHAAN OIL MILL,Multiple_Regression_TV_Radio_Media
JIJI REALTY,Multiple_Regression_TV_Radio_Media
JINDAL STEEL & POWER LTD,Multiple_Regression
JIO STUDIOS/MUMBAI FILM COMPANY,Multiple_Regression_TV_Radio_Media
JIS GROUP,Multiple_Regression_TV_Radio_Media
JIS UNIVERSITY,Multiple_Regression
JIVA AYURVEDA,Multiple_Regression_TV_Radio_Media
JIVKAR SEEDS PVT LTD,Multiple_Regression_TV_Radio_Media
JIVO WELLNESS,Multiple_Regression_TV_Radio_Media
JIVRAJ TEA LTD,Multiple_Regression
JJUST MUSIC,Linear_Regression
JK AGRI-GENETICS,Multiple_Regression
JK CEMENT LTD,Multiple_Regression_TV_Radio_Media
JK HELENE CURTIS LIMITED,Polynomial_Regression_TV_Radio_Media
JK LAKSHMI CEMENT,LSTM
JK MASALE,Polynomial_Regression_TV_to_Others
JK ORGANISATION,Multiple_Regression_TV_Radio_Media
JK TYRE & INDUSTRIES LTD,LSTM
JM FINANCIAL CO LTD,Multiple_Regression
JM FINANCIAL CREDIT SOLUTIONS LTD,Multiple_Regression_TV_Radio_Media
JMGO,Multiple_Regression_TV_Radio_Media
JOHN DEERE INDIA PVT LTD,Multiple_Regression
JOHNS UMBRELLA,Multiple_Regression
JOHNSON & JOHNSON LTD,Polynomial_Regression_TV_Radio_Media
JOHNSON & SMITH CO,Multiple_Regression_TV_Radio_Media
JOHNSON PAINTS CO,LSTM
JOLLY PHARMA(INDIA),Linear_Regression
JONES LANG LASALLE/INVEST INDIA,Multiple_Regression_TV_Radio_Media
JORDAN TOURISM,Multiple_Regression_TV_Radio_Media
JOS ALUKKAS & SONS,Multiple_Regression_TV_Radio_Media
JOSCO JEWELLERS,Polynomial_Regression_TV_to_Others
JOSH MEDIA VISION PVT LTD,Multiple_Regression
JOY ALUKKAS GROUP,LSTM
JOY ALUKKAS MONEY EXCHANGE,Multiple_Regression
JRM STEELS PVT LTD,Multiple_Regression
JSR ESTATES,LSTM
JSW CEMENT LTD,LSTM
JSW PAINTS PVT LTD,Multiple_Regression_TV_Radio_Media
JSW STEEL LTD,LSTM
JT AVIATION ACADEMY,Multiple_Regression
JU AGRI SCIENCES PVT LTD,Linear_Regression
JUD CEMENTS LTD,Multiple_Regression_TV_Radio_Media
JUNEJA METAL WORKS,LSTM
JUNGLE LODGES & RESORTS LTD,LSTM
JUNGLEE GAMES INDIA PVT LTD,Multiple_Regression
JUNGLEE MUSIC,Multiple_Regression_TV_Radio_Media
JUNIOR DELHI PUB SCH (DEL),Multiple_Regression_TV_Radio_Media
JUPITER AQUA LINES LTD,Linear_Regression
JUST DIAL PVT LTD,LSTM
JUVENCA ONLINE PVT LTD,Linear_Regression
JYOTHIMATRIMONY.COM,Multiple_Regression_TV_Radio_Media
JYOTHY LABORATORIES LTD,Multiple_Regression_TV_Radio_Media
JYOTI CHEMICALS INDUSTRIES,Multiple_Regression_TV_Radio_Media
K & D COMMUNICATION LTD,Multiple_Regression_TV_Radio_Media
K A S ZAINULABDIN & CO,LSTM
K D & SONS PVT LTD,Polynomial_Regression_TV_to_Others
K G PAN PRODUCTS PVT LTD,LSTM
K N INDUSTRIES,Multiple_Regression_TV_Radio_Media
K P JEWELLERY & GEMS PVT LTD,LSTM
K P NAMBOODIRI,LSTM
K P PAN FOODS PVT LTD,Multiple_Regression
K R MANGALAM GROUP,LSTM
K S ACADEMY,Multiple_Regression_TV_Radio_Media
K S CLG OF SCI MGMT & TECH,Multiple_Regression_TV_Radio_Media
K S GROUP (AGROTECH),LSTM
K S PUBLICATIONS PVT LTD,Polynomial_Regression_TV_to_Others
K S PUBLICATIONS/DR MGR EDUC & RES INST,Multiple_Regression_TV_Radio_Media
K SUBRAMANI NAD VADIVAA AMMAL EDUC TRUST,Multiple_Regression_TV_Radio_Media
K V TEX READYMADES & TEXTILES,Multiple_Regression_TV_Radio_Media
KAG INDIA P LTD,Linear_Regression
KAILASH NATH SARMA TRUST,Multiple_Regression
KAILASH SATYARTHI CHILDRENS FOUNDATION/NEW DELHI T,Multiple_Regression_TV_Radio_Media
KAIRALI JEWELLERS,Polynomial_Regression_TV_to_Others
KAIRALI STEELS&ALLOYS P LTD,Polynomial_Regression_TV_to_Others
KAJARIA CERAMICS LTD,Multiple_Regression
KAL TAXI PVT LTD,Multiple_Regression_TV_Radio_Media
KALANIKETAN,Multiple_Regression_TV_Radio_Media
KALANIKETHAN FASHIONS PVT LTD,Multiple_Regression
KALANJALI STORE,LSTM
KALASALINGAM UNIVERSITY,Multiple_Regression_TV_Radio_Media
KALDA BURN & PLASTIC SURGERY CENTER,Linear_Regression
KALEESUWARI REFINERY PVT LTD,LSTM
